2025-04-16 16:23:14,095 [INFO] django.utils.autoreload: Watching for file changes with StatReloader
2025-04-17 07:56:12,270 [INFO] django.utils.autoreload: Watching for file changes with StatReloader
2025-04-17 07:56:21,461 [INFO] django.server: "GET / HTTP/1.1" 200 2344
2025-04-17 07:56:21,598 [INFO] django.server: "GET /static/styles/forms.css HTTP/1.1" 200 5734
2025-04-17 07:56:21,802 [INFO] django.server: "GET /static/assets/BG1.gif HTTP/1.1" 200 414887
2025-04-17 07:56:21,953 [WARNING] django.request: Not Found: /favicon.ico
2025-04-17 07:56:21,955 [WARNING] django.server: "GET /favicon.ico HTTP/1.1" 404 8761
2025-04-17 08:57:23,487 [INFO] django.utils.autoreload: Watching for file changes with StatReloader
2025-04-17 08:58:05,427 [INFO] django.server: "GET / HTTP/1.1" 200 2344
2025-04-17 08:58:05,566 [WARNING] django.request: Not Found: /favicon.ico
2025-04-17 08:58:05,567 [WARNING] django.server: "GET /favicon.ico HTTP/1.1" 404 8761
2025-04-17 09:00:55,454 [INFO] django.server: "POST / HTTP/1.1" 200 2560
2025-04-17 09:00:59,504 [INFO] django.server: "GET /register HTTP/1.1" 200 4043
2025-04-17 09:05:48,638 [INFO] django.utils.autoreload: C:\Users\MuringFamily\Desktop\Files\JC\Academics\BSCS 4-3\git tensorflow\Forumly\sociallearning\app\views.py changed, reloading.
2025-04-17 09:05:50,216 [INFO] django.utils.autoreload: Watching for file changes with StatReloader
2025-04-17 09:06:48,370 [INFO] django.utils.autoreload: C:\Users\MuringFamily\Desktop\Files\JC\Academics\BSCS 4-3\git tensorflow\Forumly\sociallearning\app\views.py changed, reloading.
2025-04-17 09:06:49,629 [INFO] django.utils.autoreload: Watching for file changes with StatReloader
2025-04-17 09:06:54,650 [INFO] django.server: "GET /register HTTP/1.1" 200 4043
2025-04-17 09:06:54,755 [INFO] django.server: "GET /static/styles/forms.css HTTP/1.1" 200 5734
2025-04-17 09:06:54,768 [INFO] django.server: "GET /static/assets/BG1.gif HTTP/1.1" 200 414887
2025-04-17 09:06:54,968 [WARNING] django.request: Not Found: /favicon.ico
2025-04-17 09:06:54,969 [WARNING] django.server: "GET /favicon.ico HTTP/1.1" 404 8761
2025-04-17 09:07:12,755 [INFO] django.server: "POST /register HTTP/1.1" 200 4417
2025-04-17 09:07:25,307 [INFO] django.server: "POST /register HTTP/1.1" 200 4417
2025-04-17 09:07:45,052 [INFO] django.server: "POST /register HTTP/1.1" 302 0
2025-04-17 09:07:45,066 [INFO] django.server: "GET / HTTP/1.1" 200 2557
2025-04-17 09:07:52,059 [INFO] django.server: "POST / HTTP/1.1" 302 0
2025-04-17 09:07:52,429 [INFO] django.server: "GET /homepage HTTP/1.1" 200 9251
2025-04-17 09:07:52,469 [INFO] django.server: "GET /static/styles/homepage.css HTTP/1.1" 200 3450
2025-04-17 09:07:52,470 [INFO] django.server: "GET /static/styles/sidebar.css HTTP/1.1" 200 6931
2025-04-17 09:08:00,554 [INFO] django.server: "GET /profile/update HTTP/1.1" 200 8851
2025-04-17 09:08:00,594 [WARNING] django.server: "GET /static/assets/default.png HTTP/1.1" 404 1868
2025-04-17 09:08:00,594 [INFO] django.server: "GET /static/styles/settings.css HTTP/1.1" 200 4678
2025-04-17 09:08:01,572 [INFO] django.server: "POST /profile/update HTTP/1.1" 302 0
2025-04-17 09:08:01,583 [INFO] django.server: "GET /profile/update HTTP/1.1" 200 9023
2025-04-17 09:08:01,615 [WARNING] django.server: "GET /static/assets/default.png HTTP/1.1" 404 1868
2025-04-17 09:08:48,490 [INFO] django.server: "POST /profile/update HTTP/1.1" 302 0
2025-04-17 09:08:48,502 [INFO] django.server: "GET /profile/update HTTP/1.1" 200 9023
2025-04-17 09:08:48,548 [WARNING] django.server: "GET /static/assets/default.png HTTP/1.1" 404 1868
2025-04-17 09:08:59,630 [INFO] django.server: "POST /profile/update HTTP/1.1" 302 0
2025-04-17 09:08:59,642 [INFO] django.server: "GET /profile/update HTTP/1.1" 200 9069
2025-04-17 09:08:59,693 [INFO] django.server: "GET /media/profile_pictures/20250416181419_1.jpg HTTP/1.1" 200 670846
2025-04-17 09:09:07,740 [INFO] django.server: "GET /homepage HTTP/1.1" 200 8848
2025-04-17 09:09:07,773 [INFO] django.server: "GET /media/profile_pictures/20250416181419_1.jpg HTTP/1.1" 304 0
2025-04-17 09:13:43,445 [INFO] django.server: "GET /homepage HTTP/1.1" 200 8848
2025-04-17 09:13:43,537 [INFO] django.server: "GET /static/styles/sidebar.css HTTP/1.1" 200 6931
2025-04-17 09:13:43,600 [INFO] django.server: "GET /media/profile_pictures/20250416181419_1.jpg HTTP/1.1" 200 670846
2025-04-17 09:13:43,662 [INFO] django.server: "GET /static/styles/homepage.css HTTP/1.1" 200 3450
2025-04-17 09:13:43,811 [INFO] django.server: "GET /static/assets/BG1.gif HTTP/1.1" 200 414887
2025-04-17 09:13:44,012 [WARNING] django.request: Not Found: /favicon.ico
2025-04-17 09:13:44,013 [WARNING] django.server: "GET /favicon.ico HTTP/1.1" 404 8761
2025-04-17 09:13:58,873 [INFO] django.server: "GET /homepage HTTP/1.1" 200 8848
2025-04-17 09:13:58,906 [INFO] django.server: "GET /static/styles/sidebar.css HTTP/1.1" 200 6931
2025-04-17 09:13:58,909 [INFO] django.server: "GET /media/profile_pictures/20250416181419_1.jpg HTTP/1.1" 200 670846
2025-04-17 09:13:58,918 [INFO] django.server: "GET /static/styles/homepage.css HTTP/1.1" 200 3450
2025-04-17 09:13:59,022 [INFO] django.server: "GET /static/assets/BG1.gif HTTP/1.1" 200 414887
2025-04-17 09:13:59,125 [WARNING] django.request: Not Found: /favicon.ico
2025-04-17 09:13:59,126 [WARNING] django.server: "GET /favicon.ico HTTP/1.1" 404 8761
2025-04-17 09:14:10,087 [INFO] django.server: "GET /thread/4/ HTTP/1.1" 200 13921
2025-04-17 09:14:10,122 [INFO] django.server: "GET /static/styles/thread_detail.css HTTP/1.1" 200 6923
2025-04-17 09:29:48,022 [INFO] django.server: "GET / HTTP/1.1" 200 2344
2025-04-17 09:29:53,649 [INFO] django.server: "POST / HTTP/1.1" 302 0
2025-04-17 09:29:53,774 [INFO] django.server: "GET /homepage HTTP/1.1" 200 8982
2025-04-17 09:29:53,826 [INFO] django.server: "GET /static/styles/homepage.css HTTP/1.1" 304 0
2025-04-17 09:29:53,828 [INFO] django.server: "GET /media/profile_pictures/20250416181419_1.jpg HTTP/1.1" 304 0
2025-04-17 09:30:02,605 [INFO] django.server: "GET /thread/3/ HTTP/1.1" 200 15254
2025-04-17 09:30:02,647 [WARNING] django.request: Not Found: /media/profile_pictures/klipartz.com.png
2025-04-17 09:30:02,647 [WARNING] django.server: "GET /media/profile_pictures/klipartz.com.png HTTP/1.1" 404 9142
2025-04-17 09:30:04,868 [INFO] django.server: "GET /thread/3/?csrfmiddlewaretoken=Mnt5oHpQjKkzaOaMh0yVffhYrzHzyuWtJHAs1eMRI1S0nSvF8m5LJX9GHV5J4uHs HTTP/1.1" 200 15254
2025-04-17 09:30:04,911 [WARNING] django.request: Not Found: /media/profile_pictures/klipartz.com.png
2025-04-17 09:30:04,913 [WARNING] django.server: "GET /media/profile_pictures/klipartz.com.png HTTP/1.1" 404 9142
2025-04-17 09:30:04,915 [INFO] django.server: "POST /thread/3/like/ HTTP/1.1" 200 54
2025-04-17 09:30:04,919 [INFO] django.server: "POST /track-time/ HTTP/1.1" 200 28
2025-04-17 09:30:08,859 [INFO] django.server: "POST /thread/3/like/ HTTP/1.1" 200 55
